subject_id,block_type,q2,q3,q4,q6,q9,q10,tab_key,session_id,total_damage_taken,total_shot_all,total_kill,total_death,total_shot_hit,total_engage,rocket_shot_hit,gun_shot_hit,self_kill,gender,race,trait_score,state_score,trust_score,mode_cluster,Age,Gender,Race,Education,Smote_frequently,Caffeine_Consumption,Q2_How long have you played games,Q3_how often do you currently play video games?,Q4_During the average week how many hours do you currently spend playing video games?,Q5_When you play video games how many hours do you usually spend playing,Q6_How skilled do you feel you are at playing video games,Q7_Please rate your experience playing video games on a scale of 1 (very inexperienced) to 7 (very experienced).,"Q8_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - First-person shooter","Q9_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Realistic military","Q10_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Driving or Racing","Q11_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Strategy","Q12_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Role-playing","Q13_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Other",Q14_List the top 3 games you have played most frequently within the last 6 months - Top 1?,Q15_List the top 3 games you have played most frequently within the last 6 months - Top 2?,Q16_List the top 3 games you have played most frequently within the last 6 months - Top 3?,Q17_List any official gaming rankings that you currently have or have had in the past - Ranking,Q18_List any official gaming rankings that you currently have or have had in the past - Ranking,Q19_List any official gaming rankings that you currently have or have had in the past - Ranking,Q20,Q21_Do you currently play in a competitive gaming league?,Q22_Have you ever played in a competitive gaming league?,Q23_Have you recorded your number of wins?,Q24_How many wins?,Q25_Total number of competitions:,Q26_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. A. Stimulation,Q27_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. B. Strategy,Q28_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. C. Action,Q29_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. D. Role Playing,Q30_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. E. Unclassified,Q2_What is the relationship between you and your teammate?,Q3_What is the relationship between you and opponent 1?,Q4_What is the relationship between you and opponent 2?
SBQRG,block_02,1,1,2,2,85,81,13,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,667.366717,127,2,0,41,23,7,34,0,Male,White/Caucasian,,,88,1,24,Male,White/Caucasian,Undergraduate,Rarely,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,4,5,2,4,3,1, ,War Thunder,Sea of Thieves,Ready or Not, , , ,No,No,No, , ,2,1,3,3,3,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.
SBQRG,block_03,1,5,8,10,50,70,26,9dad9043-4b16-3913-ef6c-b4b80700c54d,692.752768,126,3,4,39,22,2,37,0,Male,White/Caucasian,,,88,1,24,Male,White/Caucasian,Undergraduate,Rarely,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,4,5,2,4,3,1, ,War Thunder,Sea of Thieves,Ready or Not, , , ,No,No,No, , ,2,1,3,3,3,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.
SBTBT,block_01,3,14,14,14,100,11,5,b8944796-41be-f0ad-8f57-35adbb4944c5,785.916747,230,7,5,74,27,7,67,0,Male,White/Caucasian,,,73,1,32,Male,White/Caucasian,Undergraduate,Every day,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,5,5,3,5,5,5,RTS/War Strategy,Escape from Tarkov,Cyberpunk2077,Baldurs Gate 3, , , ,No,No,Yes,0 - thought it was asking for KDR,0,1,2,4,4,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SBTBT,block_02,3,17,17,20,0,0,16,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,1213.303485,212,2,1,66,30,7,59,0,Male,White/Caucasian,,,73,1,32,Male,White/Caucasian,Undergraduate,Every day,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,5,5,3,5,5,5,RTS/War Strategy,Escape from Tarkov,Cyberpunk2077,Baldurs Gate 3, , , ,No,No,Yes,0 - thought it was asking for KDR,0,1,2,4,4,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SBTBT,block_03,3,18,18,18,100,0,15,9dad9043-4b16-3913-ef6c-b4b80700c54d,703.9478699,162,6,2,58,24,13,45,0,Male,White/Caucasian,,,73,1,32,Male,White/Caucasian,Undergraduate,Every day,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,7,5,5,3,5,5,5,RTS/War Strategy,Escape from Tarkov,Cyberpunk2077,Baldurs Gate 3, , , ,No,No,Yes,0 - thought it was asking for KDR,0,1,2,4,4,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SNMVN,block_01,2,2,2,2,100,100,0,fe7e9085-4408-f046-181c-7d8bba37b199,372.073125,218,17,2,74,29,0,74,0,Male,Asian,,,100,1,23,Male,Asian,Graduate,Rarely,A few times per month,2-5 years,Once or twice a week,Less than 2 hours,2-5 hours,Not very skilled,5,3,2,5,3,2,1, ,Asphalt 8,Subway Surfers,Dr.Driving, , , ,No,No,No, , ,1,2,3,1,3,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SNMVN,block_02,2,2,1,1,80,100,0,f6d2667c-495f-002e-285c-1a83782872c5,815.94908,243,12,5,69,31,3,66,0,Male,Asian,,,100,1,23,Male,Asian,Graduate,Rarely,A few times per month,2-5 years,Once or twice a week,Less than 2 hours,2-5 hours,Not very skilled,5,3,2,5,3,2,1, ,Asphalt 8,Subway Surfers,Dr.Driving, , , ,No,No,No, , ,1,2,3,1,3,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SNMVN,block_03,2,2,2,2,85,85,0,ea201d76-41c0-750b-896e-2e8dbb16594f,675.265182,161,15,3,57,25,5,52,0,Male,Asian,,,100,1,23,Male,Asian,Graduate,Rarely,A few times per month,2-5 years,Once or twice a week,Less than 2 hours,2-5 hours,Not very skilled,5,3,2,5,3,2,1, ,Asphalt 8,Subway Surfers,Dr.Driving, , , ,No,No,No, , ,1,2,3,1,3,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SPKZR,block_01,4,5,5,10,10,100,0,fe7e9085-4408-f046-181c-7d8bba37b199,1479.336123,167,5,18,26,24,4,22,0,Male,Asian,,,108,1,22,Male,Asian,Undergraduate,Never,Never,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,3,4,5,2,2,4,arcade,Smash hit,Dr Driving,Need For Speed,0,0,0,No,No,No, , ,2,2,2,1,2,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SPKZR,block_02,4,10,6,11,31,100,1,f6d2667c-495f-002e-285c-1a83782872c5,2202.185695,149,11,22,35,35,20,15,0,Male,Asian,,,108,1,22,Male,Asian,Undergraduate,Never,Never,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,3,4,5,2,2,4,arcade,Smash hit,Dr Driving,Need For Speed,0,0,0,No,No,No, , ,2,2,2,1,2,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SPKZR,block_03,4,7,8,11,53,100,0,ea201d76-41c0-750b-896e-2e8dbb16594f,1674.683821,48,6,16,17,16,14,3,0,Male,Asian,,,108,1,22,Male,Asian,Undergraduate,Never,Never,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,3,4,5,2,2,4,arcade,Smash hit,Dr Driving,Need For Speed,0,0,0,No,No,No, , ,2,2,2,1,2,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SRKLP,block_01,1,7,2,7,100,100,0,fe7e9085-4408-f046-181c-7d8bba37b199,405.352268,169,12,4,59,23,8,51,0,Male,Asian,,,87,1,23,Male,Asian,Undergraduate,Never,A few times per week,5-10 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,4,3,5,4,2, , ,PUBG,bomb squad,8 ball pool, , , ,No,No,Yes,1,3,4,3,4,2,4,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SRKLP,block_02,1,7,6,8,81,81,0,f6d2667c-495f-002e-285c-1a83782872c5,931.428408,293,26,7,110,33,10,100,0,Male,Asian,,,87,1,23,Male,Asian,Undergraduate,Never,A few times per week,5-10 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,4,3,5,4,2, , ,PUBG,bomb squad,8 ball pool, , , ,No,No,Yes,1,3,4,3,4,2,4,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SRKLP,block_03,1,10,6,12,70,100,0,ea201d76-41c0-750b-896e-2e8dbb16594f,652.678069,243,13,3,78,29,4,74,0,Male,Asian,,,87,1,23,Male,Asian,Undergraduate,Never,A few times per week,5-10 years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,4,3,5,4,2, , ,PUBG,bomb squad,8 ball pool, , , ,No,No,Yes,1,3,4,3,4,2,4,This person is a friend. I know this person well and like them.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
STWXJ,block_01,3,8,6,8,9,81,0,fe7e9085-4408-f046-181c-7d8bba37b199,1069.588017,69,1,11,5,15,3,2,0,Female,Asian,,,100,3,21,Female,Asian,Undergraduate,Never,A few times per month,6 months,Never,Less than 2 hours,Less than 2 hours,No skill,1,1,2,2,2,1,1, ,I don't play games,No,No,No,-,-,No,No,No, , ,1,1,1,1,1,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
STWXJ,block_02,3,9,4,12,11,72,0,f6d2667c-495f-002e-285c-1a83782872c5,1556.456996,112,1,16,1,17,1,0,0,Female,Asian,,,100,3,21,Female,Asian,Undergraduate,Never,A few times per month,6 months,Never,Less than 2 hours,Less than 2 hours,No skill,1,1,2,2,2,1,1, ,I don't play games,No,No,No,-,-,No,No,No, , ,1,1,1,1,1,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
STWXJ,block_03,3,11,12,8,2,92,0,ea201d76-41c0-750b-896e-2e8dbb16594f,887.327789,25,0,12,1,12,1,0,0,Female,Asian,,,100,3,21,Female,Asian,Undergraduate,Never,A few times per month,6 months,Never,Less than 2 hours,Less than 2 hours,No skill,1,1,2,2,2,1,1, ,I don't play games,No,No,No,-,-,No,No,No, , ,1,1,1,1,1,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
SVTZM,block_01,4,11,8,14,62,91,1,b8944796-41be-f0ad-8f57-35adbb4944c5,608.886705,10,0,2,3,7,3,0,0,Female,Black/African-American,,,97,1,22,Female,Black/African-American,Undergraduate,Never,Every day,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,1,2,1,1,1, ,8 BALL POOL - MOBILE,BEAT SABER - VR,SUPERHOT - VR,NOT REAL HIGH RANKINGS, , ,No,Yes,No, , ,1,1,2,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
SVTZM,block_02,4,15,15,17,82,91,0,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,603.455428,46,0,1,0,9,0,0,0,Female,Black/African-American,,,97,1,22,Female,Black/African-American,Undergraduate,Never,Every day,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,1,2,1,1,1, ,8 BALL POOL - MOBILE,BEAT SABER - VR,SUPERHOT - VR,NOT REAL HIGH RANKINGS, , ,No,Yes,No, , ,1,1,2,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
SVTZM,block_03,4,14,12,16,80,92,0,9dad9043-4b16-3913-ef6c-b4b80700c54d,606.28476,46,0,1,3,8,0,3,0,Female,Black/African-American,,,97,1,22,Female,Black/African-American,Undergraduate,Never,Every day,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,1,2,1,1,1, ,8 BALL POOL - MOBILE,BEAT SABER - VR,SUPERHOT - VR,NOT REAL HIGH RANKINGS, , ,No,Yes,No, , ,1,1,2,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
SXVBN,block_01,2,9,8,11,39,80,0,b8944796-41be-f0ad-8f57-35adbb4944c5,1177.40918,71,2,7,20,15,6,14,0,Male,Black/African-American,,,82,1,23,Male,Black/African-American,Graduate,Never,Rarely,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,2,5,3,1,1, ,MarioKart,Flappy Golf 1,Connect 4, , , ,No,No,No, , ,2,1,1,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SXVBN,block_02,2,13,11,10,100,100,0,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,758.2084117,105,0,2,38,20,4,34,0,Male,Black/African-American,,,82,1,23,Male,Black/African-American,Graduate,Never,Rarely,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,2,5,3,1,1, ,MarioKart,Flappy Golf 1,Connect 4, , , ,No,No,No, , ,2,1,1,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
SXVBN,block_03,2,15,15,13,70,81,5,9dad9043-4b16-3913-ef6c-b4b80700c54d,846.951709,85,0,2,24,14,6,18,0,Male,Black/African-American,,,82,1,23,Male,Black/African-American,Graduate,Never,Rarely,2-5 years,Less than once a month,Less than 2 hours,Less than 2 hours,Not very skilled,3,3,2,5,3,1,1, ,MarioKart,Flappy Golf 1,Connect 4, , , ,No,No,No, , ,2,1,1,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.
TYDF,block_01,4,7,5,9,82,90,35,d682ff1b-4c8a-9dae-d9d5-4582be12e778,428.252815,230,8,4,39,25,9,30,0,Male,Black/African-American,33.0,29.0,88,2,20,Male,Black/African-American,GED,Never,A few times per month,10 or more years,1-3 times a month,Less than 2 hours,8-10 hours,Not very skilled,6,4,3,2,4,3,4,Fighting Games,Super Smash brothers ultimate,Minecraft,Roblox,5th UMBC SMASH RUMBLE, , ,No,No,No, , ,2,1,1,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a stranger. I am meeting them for the 1st time today.
TYDF,block_02,4,6,5,5,75,100,55,a8c25021-42f3-e12a-9934-d48ca28b88aa,768.931814,318,12,8,52,28,1,51,0,Male,Black/African-American,33.0,29.0,88,2,20,Male,Black/African-American,GED,Never,A few times per month,10 or more years,1-3 times a month,Less than 2 hours,8-10 hours,Not very skilled,6,4,3,2,4,3,4,Fighting Games,Super Smash brothers ultimate,Minecraft,Roblox,5th UMBC SMASH RUMBLE, , ,No,No,No, , ,2,1,1,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a stranger. I am meeting them for the 1st time today.
TYDF,block_03,4,4,3,2,80,100,43,4ca89552-4100-084d-279e-7db3ac4df894,650.440988,211,10,4,42,27,6,36,0,Male,Black/African-American,33.0,29.0,88,2,20,Male,Black/African-American,GED,Never,A few times per month,10 or more years,1-3 times a month,Less than 2 hours,8-10 hours,Not very skilled,6,4,3,2,4,3,4,Fighting Games,Super Smash brothers ultimate,Minecraft,Roblox,5th UMBC SMASH RUMBLE, , ,No,No,No, , ,2,1,1,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a stranger. I am meeting them for the 1st time today.
TYDF,block_04,4,4,4,4,83,100,24,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,544.515313,135,8,3,31,23,9,22,0,Male,Black/African-American,33.0,29.0,88,2,20,Male,Black/African-American,GED,Never,A few times per month,10 or more years,1-3 times a month,Less than 2 hours,8-10 hours,Not very skilled,6,4,3,2,4,3,4,Fighting Games,Super Smash brothers ultimate,Minecraft,Roblox,5th UMBC SMASH RUMBLE, , ,No,No,No, , ,2,1,1,1,4,This person is a stranger. I am meeting them for the 1st time today.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a stranger. I am meeting them for the 1st time today.
TYZX,block_01,2,4,8,11,62,93,0,6c8bd420-4c9d-706d-8454-94b39efeea8c,316.593375,25,1,4,4,12,2,2,0,Female,Asian,64.0,23.0,94,1,25,Female,Asian,Undergraduate,Never,A few times per month,2-5 years,Less than once a month,Less than 2 hours,2-5 hours,Moderately skilled,4,2, ,4,4,5, , ,Last Survivor, , , , , ,No,No,No, , ,3,2,2,3,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
TYZX,block_02,2,15,14,18,17,90,1,d108dce9-483b-883f-c89d-ccb85c4b4452,755.379669,46,1,10,4,11,1,3,0,Female,Asian,64.0,23.0,94,1,25,Female,Asian,Undergraduate,Never,A few times per month,2-5 years,Less than once a month,Less than 2 hours,2-5 hours,Moderately skilled,4,2, ,4,4,5, , ,Last Survivor, , , , , ,No,No,No, , ,3,2,2,3,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
TYZX,block_03,2,15,15,16,31,91,1,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,848.80421,43,2,11,4,9,4,0,0,Female,Asian,64.0,23.0,94,1,25,Female,Asian,Undergraduate,Never,A few times per month,2-5 years,Less than once a month,Less than 2 hours,2-5 hours,Moderately skilled,4,2, ,4,4,5, , ,Last Survivor, , , , , ,No,No,No, , ,3,2,2,3,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
TYZX,block_04,2,16,14,17,19,93,1,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,687.76772,57,1,10,4,9,1,3,0,Female,Asian,64.0,23.0,94,1,25,Female,Asian,Undergraduate,Never,A few times per month,2-5 years,Less than once a month,Less than 2 hours,2-5 hours,Moderately skilled,4,2, ,4,4,5, , ,Last Survivor, , , , , ,No,No,No, , ,3,2,2,3,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
UYGH,block_01,1,10,4,8,100,98,6,6a0b7489-4997-a37e-d69c-38ab276c14cd,642.810326,103,10,3,37,24,14,23,0,Male,Hispanic/Latino,34.0,34.0,84,1,18,Male,Hispanic/Latino,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,2,1,1,2,4,Action-RPG,Fortnite,Valorant,League of Legends,Valorant - Bronze II,Fortnite Zero Builds Solo - Gold III, ,No,No,No, , ,2,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
UYGH,block_02,1,13,12,15,80,100,23,95b311f5-4446-507a-907e-07b9160fc694,978.997934,91,7,8,28,23,13,15,0,Male,Hispanic/Latino,34.0,34.0,84,1,18,Male,Hispanic/Latino,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,2,1,1,2,4,Action-RPG,Fortnite,Valorant,League of Legends,Valorant - Bronze II,Fortnite Zero Builds Solo - Gold III, ,No,No,No, , ,2,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
UYGH,block_03,1,12,12,15,71,100,13,15f350b5-46bc-916a-4e48-529cd8813848,1305.169728,108,4,7,30,24,11,19,0,Male,Hispanic/Latino,34.0,34.0,84,1,18,Male,Hispanic/Latino,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,2,1,1,2,4,Action-RPG,Fortnite,Valorant,League of Legends,Valorant - Bronze II,Fortnite Zero Builds Solo - Gold III, ,No,No,No, , ,2,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
UYGH,block_04,1,12,10,14,85,100,12,01c80c4d-46c8-45f5-d583-0281844f2f5d,1189.631137,120,4,11,28,29,7,21,0,Male,Hispanic/Latino,34.0,34.0,84,1,18,Male,Hispanic/Latino,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,2,1,1,2,4,Action-RPG,Fortnite,Valorant,League of Legends,Valorant - Bronze II,Fortnite Zero Builds Solo - Gold III, ,No,No,No, , ,2,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VBNM,block_01,1,3,3,6,95,95,6,85a5023a-4976-0721-23b2-028c85a483dd,305.181516,124,6,2,38,22,1,37,0,Male,White/Caucasian,34.0,38.0,99,1,19,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,6,4,2,5,4,4, , ,Fortnite,CyberPunk,Valorant, , , ,No,No,No, , ,1,2,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VBNM,block_02,1,2,2,2,95,94,5,32143347-4542-7282-6c5b-b7b56e6a33c5,368.848155,152,4,1,44,28,10,34,0,Male,White/Caucasian,34.0,38.0,99,1,19,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,6,4,2,5,4,4, , ,Fortnite,CyberPunk,Valorant, , , ,No,No,No, , ,1,2,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VBNM,block_03,1,1,1,2,95,95,11,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,437.938624,220,13,0,88,31,5,83,0,Male,White/Caucasian,34.0,38.0,99,1,19,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,6,4,2,5,4,4, , ,Fortnite,CyberPunk,Valorant, , , ,No,No,No, , ,1,2,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VBNM,block_04,1,3,3,4,93,96,4,0f012d24-4034-4c67-7810-53878af71db6,535.165135,135,2,2,44,20,3,41,0,Male,White/Caucasian,34.0,38.0,99,1,19,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,6,4,2,5,4,4, , ,Fortnite,CyberPunk,Valorant, , , ,No,No,No, , ,1,2,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VNPL,block_01,1,1,2,2,81,100,15,ab54cf6b-4602-187d-4dbf-308f2571bdbb,543.707094,148,7,6,33,22,0,33,0,Male,Asian,42.0,41.0,89,2,26,Male,Asian,Graduate,Rarely,Every day,2-5 years,Once or twice a week,8-10 hours,2-5 hours,Moderately skilled,5,4,3,1,5,3,1, ,Valorant,Dota 2,-,Platinum 2 - Valorant,Ancient - Dota 2, ,Yes,Yes,No, , ,2,4,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VNPL,block_02,1,2,2,2,82,100,11,69d133a0-4a25-7ea2-81fb-2883be8d8185,386.3554105,185,3,2,41,31,2,39,0,Male,Asian,42.0,41.0,89,2,26,Male,Asian,Graduate,Rarely,Every day,2-5 years,Once or twice a week,8-10 hours,2-5 hours,Moderately skilled,5,4,3,1,5,3,1, ,Valorant,Dota 2,-,Platinum 2 - Valorant,Ancient - Dota 2, ,Yes,Yes,No, , ,2,4,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VNPL,block_03,1,2,2,3,100,100,16,3ff660ba-4d88-cf89-379c-6fa45712769a,443.33307,157,1,0,45,21,3,42,0,Male,Asian,42.0,41.0,89,2,26,Male,Asian,Graduate,Rarely,Every day,2-5 years,Once or twice a week,8-10 hours,2-5 hours,Moderately skilled,5,4,3,1,5,3,1, ,Valorant,Dota 2,-,Platinum 2 - Valorant,Ancient - Dota 2, ,Yes,Yes,No, , ,2,4,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
VNPL,block_04,1,2,2,2,60,100,33,87069e81-4953-3251-444b-88a144ec20b5,1172.145236,127,5,10,37,24,2,35,0,Male,Asian,42.0,41.0,89,2,26,Male,Asian,Graduate,Rarely,Every day,2-5 years,Once or twice a week,8-10 hours,2-5 hours,Moderately skilled,5,4,3,1,5,3,1, ,Valorant,Dota 2,-,Platinum 2 - Valorant,Ancient - Dota 2, ,Yes,Yes,No, , ,2,4,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
WERT,block_01,1,7,9,15,14,74,1,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,783.060448,141,0,0,30,16,0,30,0,Female,White/Caucasian,49.0,55.0,68,3,20,Female,White/Caucasian,Undergraduate,Rarely,Rarely,2-5 years,Once or twice a week,2-5 hours,2-5 hours,Not very skilled,3,3,1,4,2,5,4,Rhythm Games,Counter Strike 2,Grand Theft Auto 5,Guild Wars 2,Bronze 3, , ,No,No,No, , ,2,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
